id,name,birth_date,source_url,birth_time_used,birth_Saturn_sign,birth_Saturn_degree,birth_Saturn_retrograde,birth_Mars_sign,birth_Mars_degree,birth_Mars_retrograde,birth_Venus_sign,birth_Venus_degree,birth_Venus_retrograde,birth_Jupiter_sign,birth_Jupiter_degree,birth_Jupiter_retrograde,birth_Rahu_mean_sign,birth_Rahu_mean_degree,birth_Rahu_mean_retrograde,birth_Ketu_sign,birth_Ketu_degree,birth_Ketu_retrograde
B200_107,A.P.J. Abdul Kalam,1931-10-15,https://en.wikipedia.org/wiki/A._P._J._Abdul_Kalam,False,Sagittarius,24.20238925,False,Libra,26.41497466,False,Libra,8.14988987,False,Cancer,25.23224604,False,Pisces,11.48422341,True,Virgo,11.48422341,True
B200_108,Polgahawela Bappa,1962-05-27,user-analysis,False,Capricorn,18.04503168,True,Aries,5.5539407,False,Gemini,11.94678162,False,Aquarius,17.36534081,False,Cancer,18.92697881,True,Capricorn,18.92697881,True
B200_109,Upulakshi,1997-03-14,user-analysis,False,Pisces,14.38414471,False,Virgo,4.0544534,True,Aquarius,25.3171017,False,Capricorn,17.83673581,False,Virgo,5.39825311,True,Pisces,5.39825311,True
B200_110,Senith,1995-08-07,user-analysis,False,Pisces,0.12107767,True,Virgo,16.52435081,False,Cancer,17.008243,False,Scorpio,11.76755133,False,Libra,6.39858231,True,Aries,6.39858231,True
B200_111,Niromi,1967-04-25,user-analysis,False,Pisces,13.0311682,False,Virgo,27.66319354,True,Taurus,19.62782154,False,Cancer,2.90158679,False,Aries,13.85924795,True,Libra,13.85924795,True
B200_112,Ali al-Ridha,,https://en.wikipedia.org/wiki/Ali_al-Ridha,False,,,,,,,,,,,,,,,,,,
B200_113,Arnold Drakenborch,1684-01-01,https://en.wikipedia.org/wiki/Arnold_Drakenborch,False,Leo,14.22940097,True,Aquarius,4.79811836,False,Capricorn,2.22542863,False,Virgo,3.13681899,False,Cancer,7.33095264,True,Capricorn,7.33095264,True
B200_114,William Clowes,1779-01-01,https://en.wikipedia.org/wiki/William_Clowes,False,Scorpio,2.97772303,False,Libra,4.33012477,False,Sagittarius,29.28037402,True,Virgo,6.29744637,False,Taurus,28.6051929,True,Scorpio,28.6051929,True
B200_115,Ludovic Halévy,1834-01-01,https://en.wikipedia.org/wiki/Ludovic_Hal%C3%A9vy,False,Virgo,18.92876117,False,Sagittarius,0.88820563,False,Sagittarius,3.33951912,False,Aries,4.32312161,False,Gemini,14.09794008,True,Sagittarius,14.09794008,True
B200_116,Alfred Stieglitz,1864-01-01,https://en.wikipedia.org/wiki/Alfred_Stieglitz,False,Virgo,25.51254928,False,Scorpio,18.98954222,False,Scorpio,3.04876138,False,Libra,28.53126319,False,Scorpio,3.4628806,True,Taurus,3.4628806,True
B200_117,Chesley Bonestell,1888-01-01,https://en.wikipedia.org/wiki/Chesley_Bonestell,False,Cancer,12.52373522,True,Virgo,20.6042297,False,Scorpio,3.80472224,False,Scorpio,5.32925559,False,Cancer,18.93387156,True,Capricorn,18.93387156,True
B200_118,Buster Nupen,1902-01-01,https://en.wikipedia.org/wiki/Buster_Nupen,False,Sagittarius,25.26626644,False,Capricorn,7.11942753,False,Aquarius,1.40493593,False,Sagittarius,29.01567658,False,Libra,17.98519847,True,Aries,17.98519847,True
B200_119,Patrick Anthony Porteous,1918-01-01,https://en.wikipedia.org/wiki/Patrick_Anthony_Porteous,False,Cancer,20.6492356,True,Virgo,4.50322176,False,Capricorn,29.52276111,False,Taurus,9.81048003,True,Sagittarius,8.29936647,True,Gemini,8.29936647,True
B200_120,Ernest Tidyman,1928-01-01,https://en.wikipedia.org/wiki/Ernest_Tidyman,False,Scorpio,20.70568686,False,Scorpio,24.33426377,False,Scorpio,4.20439846,False,Pisces,3.74875197,False,Taurus,24.7722683,True,Scorpio,24.7722683,True
B200_121,Prathia Hall,1940-01-01,https://en.wikipedia.org/wiki/Prathia_Hall,False,Aries,1.41268826,False,Pisces,5.28124899,False,Capricorn,15.8945738,False,Pisces,8.19141396,False,Libra,2.50800463,True,Aries,2.50800463,True
B200_122,Gary Johnson,1953-01-01,https://en.wikipedia.org/wiki/Gary_Johnson,False,Libra,3.05517623,False,Aquarius,8.02980946,False,Aquarius,2.2639754,False,Aries,17.79717077,True,Capricorn,20.84869539,True,Cancer,20.84869539,True
B200_123,Dedee Pfeiffer,1964-01-01,https://en.wikipedia.org/wiki/Dedee_Pfeiffer,False,Capricorn,27.11789949,False,Sagittarius,27.47628572,False,Capricorn,17.42981044,False,Pisces,17.4315196,False,Gemini,17.97962309,True,Sagittarius,17.97962309,True
B200_124,Tank,1976-01-01,https://en.wikipedia.org/wiki/Tank,False,Cancer,7.49744753,True,Taurus,23.71490049,True,Scorpio,6.46226526,False,Pisces,22.04533943,False,Libra,25.71550468,True,Aries,25.71550468,True
B200_125,Pablo Cuevas,1986-01-01,https://en.wikipedia.org/wiki/Pablo_Cuevas,False,Scorpio,11.55321679,False,Libra,17.21729493,False,Sagittarius,12.77475634,False,Capricorn,24.70237044,False,Aries,12.13561613,True,Libra,12.13561613,True
B200_126,Sardar Azmoun,1995-01-01,https://en.wikipedia.org/wiki/Sardar_Azmoun,False,Aquarius,14.24176562,False,Leo,8.865894,False,Scorpio,0.5242651,False,Scorpio,11.04139544,False,Libra,17.95084202,True,Aries,17.95084202,True
B200_127,Yōzei,1834-01-02,https://en.wikipedia.org/wiki/Y%C5%8Dzei,False,Virgo,18.96084302,False,Sagittarius,1.62431255,False,Sagittarius,4.59482023,False,Aries,4.364175,False,Gemini,14.04494791,True,Sagittarius,14.04494791,True
B200_128,Marie Dumesnil,1713-01-02,https://en.wikipedia.org/wiki/Marie_Dumesnil,False,Leo,7.53376619,True,Virgo,7.4157482,False,Capricorn,23.19015969,False,Capricorn,21.1709751,False,Sagittarius,15.98351603,True,Gemini,15.98351603,True
B200_129,Pyotr Semyonov-Tyan-Shansky,1827-01-02,https://en.wikipedia.org/wiki/Pyotr_Semyonov-Tyan-Shansky,False,Gemini,10.49199481,True,Aquarius,12.11099364,False,Sagittarius,5.2982081,True,Virgo,21.86310996,False,Libra,29.54593524,True,Aries,29.54593524,True
B200_130,Gilbert Murray,1866-01-02,https://en.wikipedia.org/wiki/Gilbert_Murray,False,Libra,18.38850956,False,Sagittarius,4.70405525,False,Sagittarius,6.82921959,False,Sagittarius,18.82198921,False,Virgo,24.6726341,True,Pisces,24.6726341,True
B200_131,Apsley Cherry-Garrard,1886-01-02,https://en.wikipedia.org/wiki/Apsley_Cherry-Garrard,False,Gemini,12.07397681,True,Leo,29.92482022,False,Aquarius,4.37479343,False,Virgo,13.23732923,False,Leo,27.56512725,True,Aquarius,27.56512725,True
B200_132,Theodore Plucknett,1897-01-02,https://en.wikipedia.org/wiki/Theodore_Plucknett,False,Scorpio,4.88869962,False,Taurus,20.43219673,True,Aquarius,2.29523433,False,Leo,17.69733858,True,Capricorn,24.64280655,True,Cancer,24.64280655,True
B200_133,Michael Tippett,1905-01-02,https://en.wikipedia.org/wiki/Michael_Tippett,False,Capricorn,26.17719592,False,Libra,1.65195495,False,Aquarius,1.47748727,False,Pisces,28.24791906,False,Leo,19.8528576,True,Aquarius,19.8528576,True
B200_134,Isaac Asimov,1920-01-02,https://en.wikipedia.org/wiki/Isaac_Asimov,False,Leo,18.84122045,True,Virgo,24.49320905,False,Scorpio,5.03828112,False,Cancer,24.13095601,True,Libra,29.56214843,True,Aries,29.56214843,True
B200_135,John Hollowbread,1934-01-02,https://en.wikipedia.org/wiki/John_Hollowbread,False,Capricorn,21.60886212,False,Capricorn,11.25867217,False,Capricorn,27.56645555,False,Virgo,28.32019303,False,Capricorn,28.56064209,True,Cancer,28.56064209,True
B200_136,Charlie Davis,1944-01-02,https://en.wikipedia.org/wiki/Charlie_Davis,False,Taurus,28.6709889,True,Taurus,12.17867193,True,Scorpio,6.10188843,False,Leo,3.37080148,True,Cancer,15.03360135,True,Capricorn,15.03360135,True
B200_137,Gabrielle Carteris,1961-01-02,https://en.wikipedia.org/wiki/Gabrielle_Carteris,False,Sagittarius,26.44814798,False,Gemini,14.2262315,True,Aquarius,3.68512724,False,Sagittarius,21.12850742,False,Leo,15.95292366,True,Aquarius,15.95292366,True
B200_138,Eric Whitacre,1970-01-02,https://en.wikipedia.org/wiki/Eric_Whitacre,False,Aries,8.6169263,True,Aquarius,19.91545021,False,Sagittarius,12.9014265,False,Libra,9.08843249,False,Aquarius,21.76806982,True,Leo,21.76806982,True
B200_139,Brian Boucher,1977-01-02,https://en.wikipedia.org/wiki/Brian_Boucher,False,Cancer,22.2019861,True,Sagittarius,7.56150972,False,Aquarius,4.17189613,False,Aries,27.92390982,True,Libra,6.26742764,True,Aries,6.26742764,True
B200_140,Germán Cano,1988-01-02,https://en.wikipedia.org/wiki/Germ%C3%A1n_Cano,False,Sagittarius,1.94855931,False,Scorpio,2.23014309,False,Capricorn,20.16646622,False,Pisces,26.63308269,False,Pisces,3.39844629,True,Virgo,3.39844629,True
B200_141,Arshad Nadeem,1997-01-02,https://en.wikipedia.org/wiki/Arshad_Nadeem,False,Pisces,7.59697306,False,Virgo,5.91448863,False,Scorpio,26.50743439,False,Capricorn,1.70104895,False,Virgo,9.16068618,True,Pisces,9.16068618,True
B200_142,Gian Girolamo Albani,1509-01-03,https://en.wikipedia.org/wiki/Gian_Girolamo_Albani,False,Virgo,8.55755365,False,Capricorn,25.89291706,False,Scorpio,8.91480926,False,Scorpio,20.8316414,False,Sagittarius,4.39292054,True,Gemini,4.39292054,True
B200_143,Antoni Melchior Fijałkowski,1778-01-03,https://en.wikipedia.org/wiki/Antoni_Melchior_Fija%C5%82kowski,False,Libra,22.48145309,False,Capricorn,29.54832247,False,Sagittarius,3.23511483,False,Leo,5.35026572,True,Gemini,17.84137034,True,Sagittarius,17.84137034,True
B200_144,Savitribai Phule,1831-01-03,https://en.wikipedia.org/wiki/Savitribai_Phule,False,Leo,9.84895804,True,Pisces,25.94256659,False,Sagittarius,24.1178859,False,Capricorn,4.25309595,False,Leo,12.07137587,True,Aquarius,12.07137587,True
B200_145,Henry Lytton,1865-01-03,https://en.wikipedia.org/wiki/Henry_Lytton,False,Libra,7.2789245,False,Taurus,9.5922728,True,Aquarius,1.95194982,False,Scorpio,23.98455403,False,Libra,13.96177278,True,Aries,13.96177278,True
B200_146,Harry Elkins Widener,1885-01-03,https://en.wikipedia.org/wiki/Harry_Elkins_Widener,False,Taurus,26.75318254,True,Capricorn,0.0621581,False,Scorpio,21.58563473,False,Leo,13.30964443,True,Virgo,16.85425951,True,Pisces,16.85425951,True
B200_147,Ngô Đình Diệm,1901-01-03,https://en.wikipedia.org/wiki/Ng%C3%B4_%C4%90%C3%ACnh_Di%E1%BB%87m,False,Sagittarius,15.51857414,False,Leo,19.48742382,False,Scorpio,21.37709063,False,Sagittarius,4.04029113,False,Scorpio,7.2213338,True,Taurus,7.2213338,True
B200_148,Betty Furness,1916-01-03,https://en.wikipedia.org/wiki/Betty_Furness,False,Gemini,20.44111103,True,Leo,7.09258202,True,Capricorn,16.81839759,False,Aquarius,29.87816288,False,Capricorn,16.93060196,True,Cancer,16.93060196,True
B200_149,Jill Balcon,1925-01-03,https://en.wikipedia.org/wiki/Jill_Balcon,False,Libra,19.45685506,False,Pisces,16.35997419,False,Scorpio,22.94262607,False,Sagittarius,10.91498151,False,Cancer,22.69261421,True,Capricorn,22.69261421,True
B200_150,Raymond Garneau,1935-01-03,https://en.wikipedia.org/wiki/Raymond_Garneau,False,Aquarius,2.28774646,False,Virgo,17.82550556,False,Capricorn,0.20687612,False,Libra,24.31462307,False,Capricorn,9.16554296,True,Cancer,9.16554296,True
B200_151,Blanche d'Alpuget,1944-01-03,https://en.wikipedia.org/wiki/Blanche_d%27Alpuget,False,Taurus,28.59612226,True,Taurus,12.08211002,True,Scorpio,7.28870796,False,Leo,3.30663633,True,Cancer,14.98060929,True,Capricorn,14.98060929,True
B200_152,Justin Fleming,1953-01-03,https://en.wikipedia.org/wiki/Justin_Fleming,False,Libra,3.16915365,False,Aquarius,9.57118973,False,Aquarius,4.55512726,False,Aries,17.77752803,True,Capricorn,20.74271127,True,Cancer,20.74271127,True
B200_153,Chetan Sharma,1966-01-03,https://en.wikipedia.org/wiki/Chetan_Sharma,False,Aquarius,19.24860278,False,Capricorn,15.47163655,False,Capricorn,20.35702888,False,Gemini,0.74578052,True,Taurus,9.13645329,True,Scorpio,9.13645329,True
B200_154,Dimitra Kalentzou,1978-01-03,https://en.wikipedia.org/wiki/Dimitra_Kalentzou,False,Leo,6.51401527,True,Cancer,14.81489538,True,Sagittarius,14.72506693,False,Gemini,5.99062073,True,Virgo,16.87234302,True,Pisces,16.87234302,True
B200_155,Dana Hussain,1986-01-03,https://en.wikipedia.org/wiki/Dana_Hussain,False,Scorpio,11.75999839,False,Libra,18.43813831,False,Sagittarius,15.29135676,False,Capricorn,25.13203526,False,Aries,12.02963207,True,Libra,12.02963207,True
B200_156,Rondae Hollis-Jefferson,1995-01-03,https://en.wikipedia.org/wiki/Rondae_Hollis-Jefferson,False,Aquarius,14.41153844,False,Leo,8.87586122,True,Scorpio,2.38071397,False,Scorpio,11.43950692,False,Libra,17.84485799,True,Aries,17.84485799,True
B200_157,Ali ibn Husayn Zayn al-Abidin,,https://en.wikipedia.org/wiki/Ali_ibn_Husayn_Zayn_al-Abidin,False,,,,,,,,,,,,,,,,,,
B200_158,Hugh Boulter,1672-01-04,https://en.wikipedia.org/wiki/Hugh_Boulter,False,Aquarius,25.55557709,False,Scorpio,3.9836267,False,Scorpio,12.82387512,False,Leo,28.9497327,True,Aquarius,29.43731192,True,Leo,29.43731192,True
B200_159,Isaac Pitman,1813-01-04,https://en.wikipedia.org/wiki/Isaac_Pitman,False,Sagittarius,19.50960648,False,Libra,24.90620887,False,Scorpio,18.34301175,False,Cancer,15.34797217,True,Leo,0.38898809,True,Aquarius,0.38898809,True
B200_160,Josef Suk,1874-01-04,https://en.wikipedia.org/wiki/Josef_Suk,False,Capricorn,10.5681413,False,Aquarius,10.49183368,False,Sagittarius,9.90223975,False,Virgo,9.47455458,False,Aries,19.72363228,True,Libra,19.72363228,True
B200_161,Edward Brooker,1891-01-04,https://en.wikipedia.org/wiki/Edward_Brooker,False,Leo,24.80021275,True,Aquarius,21.47781408,False,Scorpio,14.29126642,False,Capricorn,22.92859167,False,Taurus,20.69553437,True,Scorpio,20.69553437,True
B200_162,Malietoa Tanumafili II,1913-01-04,https://en.wikipedia.org/wiki/Malietoa_Tanumafili_II,False,Taurus,5.06622524,True,Sagittarius,2.86328145,False,Aquarius,4.17729619,False,Sagittarius,7.73813235,False,Pisces,14.9039544,True,Virgo,14.9039544,True
B200_163,Sorrell Booke,1930-01-04,https://en.wikipedia.org/wiki/Sorrell_Booke,False,Sagittarius,11.24700164,False,Sagittarius,11.67760973,False,Sagittarius,12.58870064,False,Taurus,14.68313232,True,Aries,15.87608184,True,Libra,15.87608184,True
B200_164,Eberhard Wagner,1938-01-04,https://en.wikipedia.org/wiki/Eberhard_Wagner,False,Pisces,6.35217969,False,Aquarius,17.41859423,False,Sagittarius,13.15328561,False,Capricorn,10.44244043,False,Scorpio,11.03323969,True,Taurus,11.03323969,True
B200_165,Chris Cutler,1947-01-04,https://en.wikipedia.org/wiki/Chris_Cutler,False,Cancer,14.03120432,True,Sagittarius,20.63583682,False,Scorpio,5.96155568,False,Libra,27.85795178,False,Taurus,16.84831462,True,Scorpio,16.84831462,True
B200_166,Patty Loveless,1957-01-04,https://en.wikipedia.org/wiki/Patty_Loveless,False,Scorpio,16.41243478,False,Pisces,22.4282782,False,Scorpio,26.31194647,False,Virgo,8.31522639,False,Scorpio,3.2683267,True,Taurus,3.2683267,True
B200_167,Deana Carter,1966-01-04,https://en.wikipedia.org/wiki/Deana_Carter,False,Aquarius,19.32986015,False,Capricorn,16.25898993,False,Capricorn,20.42544843,False,Gemini,0.62437304,True,Taurus,9.08346124,True,Scorpio,9.08346124,True
B200_168,Shane Carwin,1975-01-04,https://en.wikipedia.org/wiki/Shane_Carwin,False,Gemini,22.07361598,True,Scorpio,23.95932267,False,Capricorn,4.25843414,False,Aquarius,20.40106092,False,Scorpio,14.89862184,True,Taurus,14.89862184,True
B200_169,Javi Fuego,1984-01-04,https://en.wikipedia.org/wiki/Javi_Fuego,False,Libra,20.59906079,False,Libra,2.89864161,False,Scorpio,10.48695128,False,Sagittarius,3.06355877,False,Taurus,20.71381137,True,Scorpio,20.71381137,True
B200_170,Kris Bryant,1992-01-04,https://en.wikipedia.org/wiki/Kris_Bryant,False,Capricorn,12.49898838,False,Sagittarius,2.61860103,False,Scorpio,10.9121807,False,Leo,20.84436446,True,Sagittarius,15.87111847,True,Gemini,15.87111847,True
B200_171,Wessam Abou Ali,1999-01-04,https://en.wikipedia.org/wiki/Wessam_Abou_Ali,False,Aries,2.95890028,False,Virgo,26.25888299,False,Capricorn,5.92864083,False,Aquarius,28.62634662,False,Leo,0.37053196,True,Aquarius,0.37053196,True
B200_172,"Richard, 1st Earl of Cornwall",1209-01-05,https://en.wikipedia.org/wiki/Richard%2C_1st_Earl_of_Cornwall,False,Gemini,21.29434576,True,Virgo,21.4512184,False,Sagittarius,27.20605256,False,Leo,15.73191664,True,Capricorn,20.79434494,True,Cancer,20.79434494,True
B200_173,Jean-Baptiste Say,1767-01-05,https://en.wikipedia.org/wiki/Jean-Baptiste_Say,False,Taurus,23.59666859,True,Pisces,16.97539936,False,Sagittarius,23.3550469,False,Virgo,2.31292402,False,Capricorn,20.65816701,True,Cancer,20.65816701,True
B200_174,King Camp Gillette,1855-01-05,https://en.wikipedia.org/wiki/King_Camp_Gillette,False,Taurus,18.18328045,True,Capricorn,13.87936875,False,Sagittarius,28.33325788,False,Capricorn,12.07283314,False,Aries,27.43609646,True,Libra,27.43609646,True
B200_175,Nikolai Medtner,1880-01-05,https://en.wikipedia.org/wiki/Nikolai_Medtner,False,Pisces,17.31004663,False,Aries,23.27143063,False,Scorpio,8.1277643,False,Aquarius,17.68596435,False,Sagittarius,23.56488571,True,Gemini,23.56488571,True
B200_176,Yves Tanguy,1900-01-05,https://en.wikipedia.org/wiki/Yves_Tanguy,False,Sagittarius,5.77165821,False,Sagittarius,24.87520325,False,Capricorn,19.50082703,False,Scorpio,9.53849584,False,Scorpio,26.4574694,True,Taurus,26.4574694,True
B200_177,Jack Lovelock,1910-01-05,https://en.wikipedia.org/wiki/Jack_Lovelock,False,Pisces,24.03073579,False,Pisces,27.64697626,False,Aquarius,2.98283649,False,Virgo,21.03975252,False,Taurus,12.93030238,True,Scorpio,12.93030238,True
B200_178,Anthony Synnot,1922-01-05,https://en.wikipedia.org/wiki/Anthony_Synnot,False,Virgo,14.71229075,False,Libra,13.05473023,False,Sagittarius,13.28266603,False,Virgo,24.87433477,False,Virgo,20.66595572,True,Pisces,20.66595572,True
B200_179,Alvin Ailey,1931-01-05,https://en.wikipedia.org/wiki/Alvin_Ailey,False,Sagittarius,21.34815217,False,Cancer,21.74156846,True,Scorpio,8.23630142,False,Gemini,22.74225443,True,Pisces,26.48098126,True,Virgo,26.48098126,True
B200_180,Maurizio Pollini,1942-01-05,https://en.wikipedia.org/wiki/Maurizio_Pollini,False,Aries,28.88273019,True,Aries,3.86164088,False,Capricorn,27.03784827,False,Taurus,19.91657106,True,Leo,23.55883409,True,Aquarius,23.55883409,True
B200_181,Pamela Sue Martin,1953-01-05,https://en.wikipedia.org/wiki/Pamela_Sue_Martin,False,Libra,3.27697831,False,Aquarius,11.1120966,False,Aquarius,6.83486462,False,Aries,17.77174243,False,Capricorn,20.63672716,True,Cancer,20.63672716,True
B200_182,Iris DeMent,1961-01-05,https://en.wikipedia.org/wiki/Iris_DeMent,False,Sagittarius,26.80178323,False,Gemini,13.08227882,True,Aquarius,7.08869126,False,Sagittarius,21.82692692,False,Leo,15.79394751,True,Aquarius,15.79394751,True
B200_183,Stian Carstensen,1971-01-05,https://en.wikipedia.org/wiki/Stian_Carstensen,False,Aries,22.3778558,True,Libra,25.45332552,False,Scorpio,5.17498556,False,Scorpio,4.96966231,False,Aquarius,2.26699866,True,Leo,2.26699866,True
B200_184,Jason Basham,1979-01-05,https://en.wikipedia.org/wiki/Jason_Basham,False,Leo,20.25053125,True,Sagittarius,24.61369942,False,Scorpio,4.80809533,False,Cancer,12.92762468,True,Leo,27.4242667,True,Aquarius,27.4242667,True
B200_185,Brian Mushana Kwesiga,1987-01-05,https://en.wikipedia.org/wiki/Brian_Mushana_Kwesiga,False,Scorpio,22.20380359,False,Pisces,4.21835391,False,Scorpio,4.506767,False,Aquarius,24.56635338,False,Pisces,22.58155896,True,Virgo,22.58155896,True
B200_186,Toafofoa Sipley,1995-01-05,https://en.wikipedia.org/wiki/Toafofoa_Sipley,False,Aquarius,14.58607552,False,Leo,8.8340553,True,Scorpio,4.27502798,False,Scorpio,11.83325487,False,Libra,17.73887395,True,Aries,17.73887395,True
B200_187,Gertrude the Great,1256-01-06,https://en.wikipedia.org/wiki/Gertrude_the_Great,False,Capricorn,18.31252,False,Virgo,17.54046341,False,Aquarius,19.35300572,False,Leo,0.72323036,True,Cancer,11.06798655,True,Capricorn,11.06798655,True
B200_188,Caspar Peucer,1525-01-06,https://en.wikipedia.org/wiki/Caspar_Peucer,False,Aquarius,29.68923558,False,Virgo,24.28229791,False,Scorpio,11.73097137,False,Pisces,14.8931283,False,Capricorn,24.54594815,True,Cancer,24.54594815,True
B200_189,Giuseppe Sammartini,1695-01-06,https://en.wikipedia.org/wiki/Giuseppe_Sammartini,False,Sagittarius,18.33864976,False,Sagittarius,29.65736604,False,Sagittarius,20.76838277,False,Leo,6.04812183,True,Sagittarius,4.14289491,True,Gemini,4.14289491,True
B200_190,Jedediah Smith,1799-01-06,https://en.wikipedia.org/wiki/Jedediah_Smith,False,Cancer,2.27285912,True,Pisces,22.68078868,False,Sagittarius,26.88142708,False,Aries,25.33878109,True,Taurus,1.23210924,True,Scorpio,1.23210924,True
B200_191,Giuseppe Martucci,1856-01-06,https://en.wikipedia.org/wiki/Giuseppe_Martucci,False,Gemini,3.23071465,True,Virgo,18.55636091,False,Scorpio,8.47738099,False,Aquarius,9.99337745,False,Aries,8.04096956,True,Libra,8.04096956,True
B200_192,Tom Mix,1880-01-06,https://en.wikipedia.org/wiki/Tom_Mix,False,Pisces,17.35411604,False,Aries,23.50293178,False,Scorpio,9.28334658,False,Aquarius,17.87248487,False,Sagittarius,23.51189358,True,Gemini,23.51189358,True
B200_193,Maria of Yugoslavia,1900-01-06,https://en.wikipedia.org/wiki/Maria_of_Yugoslavia,False,Sagittarius,5.88633892,False,Sagittarius,25.64856774,False,Capricorn,20.74230873,False,Scorpio,9.72798786,False,Scorpio,26.40447729,True,Taurus,26.40447729,True
B200_194,Henry Corden,1920-01-06,https://en.wikipedia.org/wiki/Henry_Corden,False,Leo,18.75204979,True,Virgo,26.40750307,False,Scorpio,9.7431757,False,Cancer,23.76119802,True,Libra,29.35018007,True,Aries,29.35018007,True
B200_195,Vic Tayback,1930-01-06,https://en.wikipedia.org/wiki/Vic_Tayback,False,Sagittarius,11.48106823,False,Sagittarius,13.18812661,False,Sagittarius,15.10430655,False,Taurus,14.51410105,True,Aries,15.77009768,True,Libra,15.77009768,True
B200_196,Valeriy Lobanovskyi,1939-01-06,https://en.wikipedia.org/wiki/Valeriy_Lobanovskyi,False,Pisces,18.6863896,False,Libra,22.89544699,False,Scorpio,8.1724815,False,Aquarius,8.50868227,False,Libra,21.58514978,True,Aries,21.58514978,True
B200_197,Louis Freeh,1950-01-06,https://en.wikipedia.org/wiki/Louis_Freeh,False,Leo,26.23325236,True,Virgo,10.99112843,False,Capricorn,25.25135376,False,Capricorn,14.5969244,False,Pisces,18.66303127,True,Virgo,18.66303127,True
B200_198,Kapil Dev,1959-01-06,https://en.wikipedia.org/wiki/Kapil_Dev,False,Sagittarius,6.82183105,False,Aries,25.08619886,False,Capricorn,5.65380053,False,Scorpio,1.67559425,False,Virgo,24.47814432,True,Pisces,24.47814432,True
B200_199,Norman Reedus,1969-01-06,https://en.wikipedia.org/wiki/Norman_Reedus,False,Pisces,25.50781249,False,Libra,10.86685222,False,Aquarius,8.43950941,False,Virgo,12.31987932,False,Pisces,10.89819703,True,Virgo,10.89819703,True
B200_200,Rinko Kikuchi,1981-01-06,https://en.wikipedia.org/wiki/Rinko_Kikuchi,False,Virgo,16.06161967,False,Capricorn,11.56608646,False,Sagittarius,0.42761251,False,Virgo,16.27498877,False,Cancer,18.63409938,True,Capricorn,18.63409938,True
